pred: 3,9,7,4,0,12,12,12,12,12,12,12,12,3,3
label: 3,6,10,11,2,0,0,0,0,0,0,0,0,0,0

pred: 4,4,6,7,0,4,0,0,0,0,0,0,0,0,0
label: 4,7,9,11,12,2,0,0,0,0,0,0,0,0,0

pred: 9,9,0,9,4,5,10,10,0,0,0,0,0,0,0
label: 4,7,8,10,12,2,0,0,0,0,0,0,0,0,0

pred: 3,4,0,0,7,7,0,0,0,0,0,0,0,0,0
label: 4,5,6,8,9,11,2,0,0,0,0,0,0,0,0

pred: 9,9,9,0,0,7,9,7,9,9,9,9,9,9,9
label: 3,4,5,6,7,8,9,2,0,0,0,0,0,0,0

pred: 4,9,7,7,4,4,12,9,9,4,4,0,0,0,0
label: 3,6,9,10,12,2,0,0,0,0,0,0,0,0,0

pred: 3,0,0,9,7,4,0,4,0,0,0,0,0,0,0
label: 5,7,8,9,10,11,12,2,0,0,0,0,0,0,0

pred: 3,0,7,7,7,4,7,7,7,7,7,7,7,7,7
label: 5,6,7,9,10,11,2,0,0,0,0,0,0,0,0

pred: 9,9,0,9,7,0,9,9,9,9,9,9,9,9,9
label: 3,5,8,10,11,2,0,0,0,0,0,0,0,0,0

pred: 3,0,7,7,7,7,7,7,2,2,2,2,2,2,2
label: 5,6,9,11,2,0,0,0,0,0,0,0,0,0,0

pred: 3,4,0,0,7,4,7,12,7,7,7,7,7,7,7
label: 3,5,6,9,10,11,2,0,0,0,0,0,0,0,0

pred: 3,7,7,2,3,3,3,3,3,3,3,3,3,3,3
label: 5,6,7,2,0,0,0,0,0,0,0,0,0,0,0

pred: 9,9,4,0,7,4,9,9,9,9,9,9,9,9,9
label: 3,4,5,9,12,2,0,0,0,0,0,0,0,0,0

pred: 9,9,4,9,4,9,9,9,9,9,9,9,9,9,9
label: 3,4,9,10,2,0,0,0,0,0,0,0,0,0,0

pred: 4,9,0,4,4,8,8,8,8,8,8,8,8,8,8
label: 3,5,10,12,2,0,0,0,0,0,0,0,0,0,0

pred: 9,9,0,7,4,4,9,9,9,9,9,9,9,9,9
label: 3,5,7,10,12,2,0,0,0,0,0,0,0,0,0

pred: 7,9,4,0,7,4,7,7,7,7,7,7,7,7,7
label: 3,4,5,9,10,11,2,0,0,0,0,0,0,0,0

pred: 3,9,7,7,7,4,9,7,7,7,7,7,7,7,7
label: 3,5,6,7,10,2,0,0,0,0,0,0,0,0,0

pred: 4,0,7,4,0,4,12,12,0,0,0,0,0,0,0
label: 5,9,10,11,12,2,0,0,0,0,0,0,0,0,0

pred: 4,9,0,7,4,0,4,12,0,0,0,0,0,0,0
label: 3,7,9,10,11,12,2,0,0,0,0,0,0,0,0

pred: 9,4,0,9,7,0,4,0,0,0,0,0,0,0,0
label: 4,5,8,9,11,12,2,0,0,0,0,0,0,0,0

pred: 4,4,0,7,7,0,4,10,0,0,0,0,0,0,0
label: 4,6,7,9,11,12,2,0,0,0,0,0,0,0,0

pred: 9,0,6,9,4,4,8,8,8,8,8,8,8,0,0
label: 6,7,8,10,12,2,0,0,0,0,0,0,0,0,0

pred: 9,9,0,9,9,9,9,9,9,9,9,9,9,9,9
label: 3,5,8,2,0,0,0,0,0,0,0,0,0,0,0

pred: 9,0,9,0,5,0,0,0,0,0,0,0,0,0,0
label: 5,8,11,12,2,0,0,0,0,0,0,0,0,0,0

pred: 9,4,0,0,7,4,0,0,0,0,0,0,0,0,0
label: 4,5,8,9,10,11,2,0,0,0,0,0,0,0,0

pred: 3,4,0,7,0,4,0,0,0,0,0,0,0,0,0
label: 3,5,9,11,12,2,0,0,0,0,0,0,0,0,0

pred: 9,9,0,0,9,7,4,0,4,12,12,12,12,9,9
label: 3,5,6,8,9,10,11,12,2,0,0,0,0,0,0

pred: 7,4,0,0,7,4,0,4,12,12,12,0,0,0,0
label: 4,5,6,8,10,11,12,2,0,0,0,0,0,0,0

pred: 9,9,0,0,9,0,0,0,0,0,0,0,0,0,0
label: 3,4,6,8,11,2,0,0,0,0,0,0,0,0,0

pred: 9,0,11,9,7,9,9,9,9,9,9,7,7,7,7
label: 5,7,8,9,2,0,0,0,0,0,0,0,0,0,0

pred: 9,0,0,9,7,4,4,8,8,8,8,8,8,8,8
label: 5,6,8,9,10,12,2,0,0,0,0,0,0,0,0

pred: 3,9,4,0,0,0,3,0,0,0,0,0,0,0,0
label: 3,4,5,6,11,12,2,0,0,0,0,0,0,0,0

pred: 3,0,0,0,0,12,0,0,0,0,0,3,3,3,3
label: 4,6,8,11,2,0,0,0,0,0,0,0,0,0,0

pred: 9,9,4,0,0,7,4,9,9,7,7,7,0,0,0
label: 3,4,5,6,9,12,2,0,0,0,0,0,0,0,0

pred: 4,0,4,0,4,12,12,8,8,8,8,8,8,8,8
label: 6,10,11,12,2,0,0,0,0,0,0,0,0,0,0

pred: 9,9,9,0,0,9,4,4,9,9,9,9,9,9,9
label: 3,4,5,7,8,10,12,2,0,0,0,0,0,0,0

pred: 9,11,0,6,9,0,5,10,10,10,0,0,0,0,0
label: 4,6,7,8,11,12,2,0,0,0,0,0,0,0,0

pred: 9,9,7,7,7,3,9,9,9,9,9,9,9,9,9
label: 3,5,6,7,12,2,0,0,0,0,0,0,0,0,0

pred: 3,2,0,9,0,7,7,7,7,7,7,7,7,7,7
label: 4,5,8,11,2,0,0,0,0,0,0,0,0,0,0

pred: 9,9,11,0,7,9,5,9,9,9,0,0,0,0,0
label: 3,4,6,7,8,12,2,0,0,0,0,0,0,0,0

pred: 3,9,9,9,0,12,12,12,12,0,0,0,0,0,0
label: 3,8,9,11,2,0,0,0,0,0,0,0,0,0,0

pred: 3,9,0,7,0,0,0,7,7,7,7,3,3,3,3
label: 3,5,9,11,2,0,0,0,0,0,0,0,0,0,0

pred: 9,4,0,0,7,4,4,8,8,8,8,8,8,8,8
label: 4,5,6,7,10,12,2,0,0,0,0,0,0,0,0

pred: 9,9,9,0,9,9,0,5,9,9,9,9,0,0,0
label: 3,4,5,8,9,11,12,2,0,0,0,0,0,0,0

pred: 3,0,7,7,4,4,9,8,8,3,3,3,3,3,3
label: 5,6,7,10,12,2,0,0,0,0,0,0,0,0,0

pred: 4,9,0,7,7,4,0,4,0,0,0,0,0,0,0
label: 3,5,7,9,10,11,12,2,0,0,0,0,0,0,0

pred: 9,0,0,9,4,5,9,9,9,9,0,0,0,0,0
label: 5,7,8,10,12,2,0,0,0,0,0,0,0,0,0

pred: 7,7,7,4,7,7,7,7,7,7,7,7,7,7,7
label: 5,9,10,2,0,0,0,0,0,0,0,0,0,0,0

pred: 9,9,7,7,9,7,9,9,9,9,9,2,2,2,2
label: 3,5,6,8,10,2,0,0,0,0,0,0,0,0,0

pred: 9,2,0,9,0,5,5,2,2,2,2,2,2,2,2
label: 4,6,8,11,12,2,0,0,0,0,0,0,0,0,0

pred: 9,0,5,2,9,5,9,9,9,9,9,9,9,9,9
label: 5,6,7,8,12,2,0,0,0,0,0,0,0,0,0

pred: 9,11,11,5,11,0,0,0,0,0,0,0,0,0,0
label: 7,8,9,12,2,0,0,0,0,0,0,0,0,0,0

pred: 11,11,9,7,4,4,8,8,8,8,8,8,8,8,8
label: 7,8,9,10,12,2,0,0,0,0,0,0,0,0,0

pred: 9,9,4,7,7,4,9,9,9,9,9,9,9,9,9
label: 3,4,6,7,10,2,0,0,0,0,0,0,0,0,0

pred: 9,9,4,0,7,0,4,0,0,0,0,0,0,0,0
label: 3,4,6,7,11,12,2,0,0,0,0,0,0,0,0

pred: 9,9,7,7,7,4,9,9,9,9,9,9,9,9,9
label: 3,6,7,9,12,2,0,0,0,0,0,0,0,0,0

pred: 4,9,7,7,4,7,12,12,12,12,12,12,12,7,7
label: 3,6,9,10,11,2,0,0,0,0,0,0,0,0,0

pred: 9,7,2,9,9,4,9,9,9,2,2,2,2,2,2
label: 6,7,8,9,10,2,0,0,0,0,0,0,0,0,0

pred: 9,9,11,0,0,0,0,0,0,0,0,0,0,0,0
label: 3,4,7,11,2,0,0,0,0,0,0,0,0,0,0

pred: 9,1,0,2,9,4,4,10,9,0,0,0,0,0,0
label: 4,5,7,8,10,12,2,0,0,0,0,0,0,0,0

pred: 4,4,7,4,0,4,4,0,0,0,0,0,0,0,0
label: 7,9,10,11,12,2,0,0,0,0,0,0,0,0,0

pred: 9,9,4,0,0,9,7,0,9,9,7,7,2,2,2
label: 3,4,5,6,8,9,11,2,0,0,0,0,0,0,0

pred: 7,4,6,4,0,10,10,10,10,10,8,8,8,8,8
label: 4,7,10,11,2,0,0,0,0,0,0,0,0,0,0

pred: 9,9,0,7,2,9,7,7,9,9,9,9,9,9,9
label: 3,5,6,7,8,9,10,2,0,0,0,0,0,0,0

pred: 9,9,9,0,0,9,7,9,9,9,9,9,9,9,9
label: 3,4,5,6,8,9,2,0,0,0,0,0,0,0,0

pred: 9,9,4,0,0,7,7,9,9,9,9,9,9,9,9
label: 3,4,5,6,7,9,2,0,0,0,0,0,0,0,0

pred: 9,9,9,4,0,4,9,9,9,9,9,0,0,0,0
label: 3,8,10,11,12,2,0,0,0,0,0,0,0,0,0

pred: 3,7,7,2,9,7,7,7,7,7,2,2,2,2,2
label: 5,6,7,8,9,2,0,0,0,0,0,0,0,0,0

pred: 3,0,7,7,7,4,0,12,12,12,12,12,3,3,3
