pred: 3,6,10,11,2,11,10,10,10,10,10,10,10,10,10
label: 3,6,10,11,2,0,0,0,0,0,0,0,0,0,0

pred: 4,7,9,11,12,2,11,11,11,11,11,11,4,4,4
label: 4,7,9,11,12,2,0,0,0,0,0,0,0,0,0

pred: 4,7,8,10,12,2,12,12,12,12,12,12,12,12,12
label: 4,7,8,10,12,2,0,0,0,0,0,0,0,0,0

pred: 4,5,6,8,9,11,2,11,11,11,11,11,11,11,11
label: 4,5,6,8,9,11,2,0,0,0,0,0,0,0,0

pred: 3,4,5,6,7,8,9,2,2,2,2,2,2,2,2
label: 3,4,5,6,7,8,9,2,0,0,0,0,0,0,0

pred: 3,6,9,10,12,2,12,12,12,12,12,12,12,12,12
label: 3,6,9,10,12,2,0,0,0,0,0,0,0,0,0

pred: 5,7,8,9,10,11,12,2,2,2,7,7,7,7,7
label: 5,7,8,9,10,11,12,2,0,0,0,0,0,0,0

pred: 5,6,7,9,10,11,2,2,2,2,2,2,5,5,5
label: 5,6,7,9,10,11,2,0,0,0,0,0,0,0,0

pred: 3,5,8,10,11,2,2,2,2,2,2,2,2,2,2
label: 3,5,8,10,11,2,0,0,0,0,0,0,0,0,0

pred: 5,6,9,11,2,2,2,2,2,5,5,5,5,5,5
label: 5,6,9,11,2,0,0,0,0,0,0,0,0,0,0

pred: 3,5,6,9,10,11,2,11,9,9,9,9,9,9,9
label: 3,5,6,9,10,11,2,0,0,0,0,0,0,0,0

pred: 5,6,7,2,2,2,2,2,2,2,2,2,2,2,2
label: 5,6,7,2,0,0,0,0,0,0,0,0,0,0,0

pred: 3,4,5,9,12,2,12,12,12,12,12,12,12,12,12
label: 3,4,5,9,12,2,0,0,0,0,0,0,0,0,0

pred: 3,4,9,10,2,2,2,2,2,2,2,2,2,2,2
label: 3,4,9,10,2,0,0,0,0,0,0,0,0,0,0

pred: 3,5,10,12,2,10,10,10,10,10,10,10,10,10,10
label: 3,5,10,12,2,0,0,0,0,0,0,0,0,0,0

pred: 3,5,7,10,12,2,12,12,12,12,12,12,12,12,12
label: 3,5,7,10,12,2,0,0,0,0,0,0,0,0,0

pred: 3,4,5,9,10,11,2,2,2,2,2,2,2,2,2
label: 3,4,5,9,10,11,2,0,0,0,0,0,0,0,0

pred: 3,5,6,7,10,2,2,2,2,2,2,2,2,2,2
label: 3,5,6,7,10,2,0,0,0,0,0,0,0,0,0

pred: 5,9,10,11,12,2,10,10,9,9,9,9,9,9,9
label: 5,9,10,11,12,2,0,0,0,0,0,0,0,0,0

pred: 3,7,9,10,11,12,2,7,7,7,7,7,7,7,9
label: 3,7,9,10,11,12,2,0,0,0,0,0,0,0,0

pred: 4,5,8,9,11,12,2,2,2,2,2,11,11,11,11
label: 4,5,8,9,11,12,2,0,0,0,0,0,0,0,0

pred: 4,6,7,9,11,12,2,11,11,11,11,11,11,11,11
label: 4,6,7,9,11,12,2,0,0,0,0,0,0,0,0

pred: 6,7,8,10,12,2,12,12,12,12,12,6,6,6,6
label: 6,7,8,10,12,2,0,0,0,0,0,0,0,0,0

pred: 3,5,8,2,2,2,2,2,2,2,2,2,2,2,2
label: 3,5,8,2,0,0,0,0,0,0,0,0,0,0,0

